"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
215,215,215,215,2021-10-31,,in progress,Swag Avatar Deodorant & Body Spray Perfume For Men,"There is no wrong time to switch on the Swag! Be the ray of sunshine on a dull day with HandMade Swag Avatar deodorant for men. Be the mad energy that wakes up boring lectures. Be bright. Let them go “OMG!” with your whiff of perfume. HandMade Swag Avatar deo has a fresh fragrance with a strong note of patchouli & sandalwood, a crisp citrus burst and a subtle hint of grapefruit. Make HandMade your wingman with HandMade Swag Avatar.
HandMade Avatar range of deodorants for men is a burst of colour, energy, and passion that comes with the prime of youth. It is a collection sunny, sporty and charming fragrance for men that are perfectly suited to deliver to your varying avatars. HandMade Avatar range of deo for men prevent body odour caused by the bacterial breakdown of perspiration in armpits and other areas of the body. This range of deodorant spray for men are perfect for everyday use, and can be used on both body and clothes. HandMade is a Brand with an agenda of making men feel great again by bringing back confidence in them.",Beauty & Hygiene,156
216,216,216,216,2018-08-01,2018-08-04,done,HandMade Men STRING-2 Black Sports Sandals,A pair of black comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,clothes,270
217,217,217,217,2022-01-13,,created,Woman - Urban Musk Eau De Toilette Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,256
218,218,218,218,2021-10-09,,delivery,HandMade Set of 6 Beige Printed Table Napkins,Set content: 6 table napkinsShape: SquareColour: BeigePattern: Printed,clothes,10
219,219,219,219,2021-09-14,2021-09-16,done,Woman - 5th Element Eau De Toilette Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,126
220,220,220,220,2019-11-07,,delivery,HandMade Men Navy Blue Sear ID PSneakers,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,15
221,221,221,221,2019-09-23,2019-09-24,done,Code Iridium - Body Perfume,"Iridium exudes power and elegance, with its aromatic notes of bergamot, patchouli and vetiver.",Beauty & Hygiene,188
222,222,222,222,2020-05-07,2020-05-08,done,HandMade Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,265
223,223,223,223,2018-12-30,2019-01-02,done,Perfume Spray - Elevate,"The sensual yet masculine fragrance in elevating perfume spray is combined with emollients, which acts as an anti-irritant and keeps you relaxed all day long.",Beauty & Hygiene,246
224,224,224,224,2018-10-04,,created,HandMade Men Navy Blue Tapered Fit Mid-Rise Mildly Distressed Stretchable Jeans,"Navy Blue dark wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",clothes,182
225,225,225,225,2020-10-07,,in progress,Perfumed Deo - Hi Flyer,"The new Hi-Flyer perfumed deo from HandMade lets your spirits poa with a modern fairy tale fragrance and elegant citrus fruity punches of black currant, Bergamot Mandarin on the top with an exotic floral landscape of Orchid, Ylang Ylang.",Beauty & Hygiene,44
226,226,226,226,2020-07-23,2020-07-24,done,HandMade Men Orange Slim Fit Solid formal Supima Cotton Shirt,"Orange solid formal shirt, has a spread collar, long sleeves, button placket, and curved hem",clothes,45
227,227,227,227,2020-01-30,,in progress,Original Eau De Toilette Deodorant - For Man,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections have hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,284
228,228,228,228,2019-02-16,2019-02-19,done,HandMade Gold-Toned Embellished Clutch,Gold-Toned embellished clutch1 main compartment with button closure,clothes,202
229,229,229,229,2019-02-20,,delivery,Perfumed Deo - Livewire,"The new Livewire Perfumed Deo from HandMade brings you alive with its irresistible addictive aroma of warm amber, vanilla flowers melting with tempting fruits such as peach and tangerine and highlighted with a touch of sweet chocolate followed by middle spicy notes of rose, lotus, and cardamom.",Beauty & Hygiene,182
230,230,230,230,2022-05-28,,in progress,HandMade Beige Textured Sling Bag,"Beige  textured sling bag with quilted detail, has a zip closure1 main compartment, 1 external and 1 inner pocketTablet sleeve: NoNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,276
231,231,231,231,2018-11-13,,in progress,Fragrance Body Spray - Delicious,"Soothing experience throughout the day, Consists of refreshing & Long lasting fragrance.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,123
232,232,232,232,2022-09-22,,created,HandMade Men SPYCER Brown Sports Sandals,A pair of brown comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,clothes,48
233,233,233,233,2019-07-24,2019-07-27,done,Amalfi Bleu By Skinn For Women,"Fresh, spirited and captivating. Magically suspended between the blue sky and the iridescent sea, this refreshing aquatic scent transports you to the azure waters of the Amalfi coast. This fragrance captures the spirit of the blooming flowers and fluttering orange leaves in the cool Mediterranean breeze. The top notes have mandarin, green apple, the heart notes have jasmine, violet leaves, gardenia and the base notes has cashmeran, musk crafted in France with the best perfumers in the world.",Beauty & Hygiene,22
234,234,234,234,2018-03-17,,created,HandMade Men Grey and Red Printed Round Neck T-shirt,"Grey and Red printed T-shirt, has a round neck, and short sleeves",clothes,248
306,306,306,306,2022-10-23,2022-10-25,done,HandMade Cotton Rich Non-Padded Non-Wired T-Shirt Bra,White solid full-coverage T-shirt bra Non Padded and Non-Wired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort,clothes,261
235,235,235,235,2020-12-06,,in progress,XX1 Cologne - For Men,"New HandMade XX1 series is a range of premium Cologne spray For Men. It has the fragrance of fresh citrus and cinnamon that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",Beauty & Hygiene,23
236,236,236,236,2018-11-09,,in progress,HandMade Men Olive Green & Yellow Slim Fit Checked Casual Shirt,"Olive Green and Yellow checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",clothes,117
237,237,237,237,2022-08-14,,delivery,Woman - Original Body Mist,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.HandMade Original women Body mist energises you with its oriental and woody aroma and yet soothes your senses with its subtle femininity.",Beauty & Hygiene,122
238,238,238,238,2019-08-15,2019-08-17,done,HandMade Maroon Boho Print Viscose Maxi Strappy Dress,"Maroon printed woven maxi dress, has shoulder straps, sleeveless, concealed zip closure, and flared hem",clothes,97
239,239,239,239,2020-10-07,,delivery,Gentleman Classic Daily Wear Perfume EDC For Men,"Intensely masculine, timelessly classic. This Englishman is the true hallmark of a Gentleman – definitive, awe-inspiring and a man of his world. Yardley’s Gentleman Classic fragrance with fresh woody fougère notes is designed to exemplify the elegance of a man who enjoys the finer things in life.

Premium and long lasting Perfume by HandMade
Ideal for daily wear and special occasions",Beauty & Hygiene,138
240,240,240,240,2018-09-13,,delivery,HandMade Girls Gold-Toned Flatforms,"A pair of round-toe gold-toned flatforms, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,178
241,241,241,241,2022-08-19,,created,Ion Woman  Eau De Toilette Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,26
242,242,242,242,2021-10-23,2021-10-25,done,HandMade Men Blue & Gold-Toned Self Design Kurta with Churidar,"Blue and gold-toned self design kurta with churidarBlue and gold-toned straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-toned solid churidar, drawstring closure",clothes,58
243,243,243,243,2018-07-07,,delivery,"Rush - Deostick For Men, Cream Based Deodorant","HandMade Deostick is a deodorant like you have never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deo's and is gentle on your skin too. Use it after a shower to experience that awesome feeling all day long.",Beauty & Hygiene,23
244,244,244,244,2020-08-05,,created,HandMade Unisex White Analogue Watch NPRGWRG,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,187
245,245,245,245,2022-09-07,,in progress,Fresh Boost Deodorant - 48h Long Lasting Freshness With Fresh Musk Scent,"HandMade Fresh Power Deodorant comes with a powerful, warm, and masculine fragrance that provides long-lasting freshness. It contains oriental spicy notes that provide an instant gush of energy.",Beauty & Hygiene,89
246,246,246,246,2020-01-13,,delivery,HandMade Women Gold-Toned Solid Block Heels,"A pair of gold-toned open toe block heels, has regular styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel",clothes,240
247,247,247,247,2020-04-30,,delivery,Rose Woman Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman. HandMade Rose woman Deodorant.",Beauty & Hygiene,159
